from_ksh,to_ksh,to_name,road_km,drive_minutes,haversine_km
04589,24721,Rábapordány,28.8,29,18.6
04589,29221,Jánossomorja,35.7,42,19.4
11767,15361,Hajmáskér,17.3,21,6.9
11767,04552,Litér,14.5,20,7.3
11767,16267,Szentkirályszabadja,12.8,18,8.3
11767,32212,Márkó,11.4,15,8.7
11767,02194,Nemesvámos,12.5,16,9.2
11767,02219,Balatonfűzfő,17.0,20,10.2
11767,25450,Öskü,21.5,24,11.3
11767,26514,Olaszfalu,26.1,32,12.1
11767,23658,Herend,18.6,19,14.2
11767,05838,Balatonalmádi,20.5,28,14.5
11767,26499,Zirc,25.2,31,14.8
11767,02714,Tótvázsony,19.1,22,15.0
11767,20570,Tés,41.6,46,15.8
11767,05148,Balatonkenese,24.4,30,16.0
11767,33127,Berhida,23.8,29,16.5
11767,34254,Pétfürdő,27.6,29,16.6
11767,02185,Csopak,24.1,28,17.3
11767,07922,Szentgál,18.5,18,17.3
11767,30526,Alsóörs,21.4,28,17.6
11767,23746,Bakonybél,32.7,47,18.7
21430,02194,Nemesvámos,6.7,14,4.8
21430,16267,Szentkirályszabadja,15.1,23,6.5
21430,02185,Csopak,11.2,20,7.0
21430,02714,Tótvázsony,13.3,21,7.2
21430,21175,Balatonfüred,13.6,23,7.4
21430,30526,Alsóörs,13.7,23,10.0
21430,05838,Balatonalmádi,18.6,29,10.7
21430,22451,Pécsely,22.9,30,11.2
21430,11767,Veszprém,17.5,29,11.4
21430,04552,Litér,20.9,27,11.6
21430,02219,Balatonfűzfő,23.4,28,12.3
21430,30465,Tihany,21.2,35,13.8
21430,32212,Márkó,19.5,28,13.8
21430,19196,Nagyvázsony,21.5,27,14.0
21430,05148,Balatonkenese,30.8,38,15.1
21430,20853,Úrkút,28.3,33,16.0
21430,15361,Hajmáskér,23.7,29,17.3
21430,06008,Zamárdi,28.7,57,17.3
21430,23658,Herend,26.8,31,17.5
21430,17631,Siófok,58.3,56,18.9
19336,23010,Ukk,10.1,16,5.4
19336,04631,Tüskevár,8.3,9,6.0
19336,30924,Csabrendek,8.9,11,6.9
19336,18193,Gógánfa,14.8,21,8.3
19336,25654,Kerta,12.1,14,9.0
19336,11679,Jánosháza,12.1,15,9.1
19336,26569,Somlóvásárhely,14.1,15,9.6
19336,14270,Káptalanfa,16.9,23,10.5
19336,25779,Somlószőlős,17.5,19,12.3
19336,25593,Sümeg,16.3,18,13.6
19336,10232,Egyházashetye,21.8,24,14.0
19336,32276,Devecser,18.5,19,14.3
19336,12609,Türje,25.9,32,15.0
19336,21397,Sümegcsehi,21.1,24,15.1
19336,07427,Bazsi,19.1,22,15.8
19336,32814,Csögle,20.7,24,15.9
19336,24004,Nyirád,25.9,29,16.1
19336,27979,Nagyalásony,22.2,25,17.5
19336,14757,Noszlop,27.4,27,18.6
19336,27094,Celldömölk,26.6,31,19.2
22691,05944,Bakonyszentlászló,17.2,21,6.1
22691,22813,Bakonyszentkirály,7.4,8,6.3
22691,30012,Réde,14.1,18,7.2
22691,08721,Győrasszonyfa,17.6,18,9.0
22691,31255,Pápateszér,17.3,20,9.9
22691,22381,Bakonyszombathely,21.5,23,10.7
22691,14261,Táp,17.3,21,12.0
22691,18139,Ácsteszér,29.1,34,13.3
22691,02936,Dudar,16.9,20,14.2
22691,10995,Kerékteleki,27.2,29,15.2
22691,31990,Súr,32.7,36,15.6
22691,17330,Kisbér,27.9,33,15.8
22691,31699,Csetény,19.2,20,16.1
22691,23852,Ászár,27.1,31,16.7
22691,24305,Pannonhalma,18.1,18,16.9
22691,12812,Mezőörs,28.3,29,17.8
22691,26499,Zirc,22.1,22,17.9
22691,05087,Lovászpatona,21.3,29,18.1
22691,12113,Kajárpéc,29.8,40,18.2
22691,12715,Pázmándfalu,22.9,25,18.4
29531,19390,Bélmegyer,9.8,11,7.0
29531,19257,Okány,8.8,11,8.0
29531,33075,Tarhos,12.0,12,11.2
29531,23393,Újiráz,16.9,20,14.1
29531,19628,Mezőberény,19.0,26,14.4
29531,11615,Körösladány,29.4,35,14.6
29531,12450,Csökmő,21.7,28,14.8
29531,25168,Sarkadkeresztúr,22.0,25,15.0
29531,06257,Zsadány,18.5,20,15.7
29531,21883,Szeghalom,20.4,28,16.6
29531,09760,Békés,21.1,21,17.1
29531,04206,Mezőgyán,20.4,22,17.6
29531,28565,Sarkad,22.5,26,17.6
29531,12900,Köröstarcsa,30.3,40,17.8
29531,02167,Komádi,24.4,31,18.9
29531,33190,Doboz,21.1,21,19.1
29531,23931,Méhkerék,36.0,40,21.8
29531,17394,Geszt,30.1,34,22.7
29531,12256,Füzesgyarmat,28.7,34,23.2
29531,11138,Vekerd,39.7,46,23.3
21157,12423,Rákócziújfalu,40.1,51,2.8
21157,14207,Rákóczifalva,36.5,46,4.6
21157,02626,Martfű,44.8,55,5.8
21157,13815,Tiszaföldvár,36.7,52,5.9
21157,29346,Tiszajenő,10.9,17,6.5
21157,22938,Cibakháza,32.1,48,7.9
21157,31866,Tiszavárkony,10.6,15,8.3
21157,07418,Kengyel,48.8,59,10.4
21157,06318,Nagyrév,21.5,33,11.2
21157,07490,Tószeg,17.9,23,12.4
21157,26286,Mezőhék,54.1,64,14.4
21157,09627,Tiszatenyő,49.2,54,15.7
21157,11004,Jászkarajenő,17.6,27,15.9
21157,05874,Szajol,34.1,39,16.0
21157,30623,Tiszakécske,21.7,28,16.4
21157,27854,Szolnok,26.9,35,17.7
21157,19813,Kétpó,61.8,66,17.9
21157,05795,Cserkeszőlő,35.4,50,19.1
21157,30386,Tiszakürt,36.4,42,19.2
21157,30234,Mesterszállás,61.2,74,19.4
09502,27979,Nagyalásony,4.1,5,2.8
09502,25779,Somlószőlős,4.1,4,3.9
09502,32814,Csögle,11.8,14,4.7
09502,25654,Kerta,9.5,11,7.2
09502,21759,Nemesszalók,8.1,9,7.4
09502,29009,Nyárád,11.7,13,8.3
09502,20154,Dáka,9.3,10,8.7
09502,04631,Tüskevár,13.6,15,10.4
09502,04668,Mihályháza,15.3,21,11.4
09502,26569,Somlóvásárhely,13.0,15,11.6
09502,14757,Noszlop,15.2,17,11.8
09502,27094,Celldömölk,25.0,29,13.1
09502,11855,Pápakovácsi,23.2,24,14.2
09502,32276,Devecser,17.4,19,14.7
09502,10232,Egyházashetye,22.2,24,15.5
09502,31945,Pápa,17.9,20,16.6
09502,11679,Jánosháza,20.6,23,16.6
09502,20437,Magyarpolány,26.0,31,17.3
09502,03142,Vönöck,23.0,25,18.5
09502,12247,Kemenesmagasi,21.9,27,18.5
09733,14553,Kapolcs,3.1,5,3.0
09733,19196,Nagyvázsony,14.7,14,8.0
09733,25858,Köveskál,24.7,28,9.0
09733,07898,Halimba,17.9,19,11.3
09733,22451,Pécsely,21.0,23,11.8
09733,20826,Zánka,24.9,32,12.3
09733,20853,Úrkút,21.5,20,12.5
09733,02714,Tótvázsony,18.8,18,14.0
09733,12654,Zalahaláp,25.0,28,14.1
09733,23454,Kővágóörs,29.6,34,14.3
09733,25308,Balatonakali,20.9,26,14.6
09733,06673,Ajka,21.9,25,14.6
09733,29434,Tapolca,21.7,24,14.9
09733,24004,Nyirád,27.6,30,15.4
09733,05625,Révfülöp,28.6,36,16.1
09733,02787,Nemesgulács,25.5,28,18.6
09733,21175,Balatonfüred,27.9,28,18.6
09733,30465,Tihany,30.8,38,19.3
09733,30173,Kislőd,31.3,36,19.5
09733,02194,Nemesvámos,23.4,21,19.8
28024,25177,Magyarbóly,6.1,8,3.8
28024,02653,Nagyharsány,4.7,4,4.2
28024,22974,Lippó,15.3,16,8.1
28024,06725,Borjád,10.9,14,8.5
28024,31927,Beremend,15.8,18,9.0
28024,06062,Újpetre,12.1,15,10.0
28024,33154,Bóly,17.3,20,11.5
28024,05892,Vokány,15.4,19,11.6
28024,27863,Majs,22.6,25,12.2
28024,16498,Egyházasharaszti,16.1,19,12.2
28024,05519,Siklós,13.4,15,12.4
28024,05607,Szederkény,21.5,24,14.7
28024,14650,Nagynyárád,22.6,27,15.0
28024,08475,Szajk,18.9,22,15.4
28024,05403,Babarc,21.9,26,16.9
28024,18555,Olasz,26.4,29,17.2
28024,28918,Egerág,23.3,28,17.8
28024,21528,Harkány,22.3,23,18.2
28024,22257,Szalánta,28.1,31,19.2
28024,33330,Lánycsók,29.4,33,20.1
05209,28024,Villány,5.1,7,3.8
05209,02653,Nagyharsány,9.1,10,4.1
05209,06062,Újpetre,7.0,8,6.3
05209,25177,Magyarbóly,10.2,14,7.5
05209,06725,Borjád,13.9,18,7.8
05209,05892,Vokány,10.3,12,7.8
05209,05519,Siklós,17.8,20,10.0
05209,22974,Lippó,19.4,22,11.4
05209,33154,Bóly,20.3,25,11.5
05209,31927,Beremend,20.2,24,11.6
05209,16498,Egyházasharaszti,20.6,25,11.9
05209,05607,Szederkény,24.5,29,12.7
05209,28918,Egerág,18.1,21,14.0
05209,27863,Majs,26.7,30,14.4
05209,18555,Olasz,29.4,34,14.6
05209,08475,Szajk,21.9,26,15.0
05209,22257,Szalánta,32.8,34,15.4
05209,21528,Harkány,27.1,29,15.5
05209,14650,Nagynyárád,25.6,32,16.1
05209,05403,Babarc,24.9,30,16.8
11581,21087,Vizsoly,4.7,7,4.4
11581,27191,Novajidrány,8.5,11,5.7
11581,19840,Hernádvécse,13.3,16,6.1
11581,15936,Gönc,7.8,9,6.6
11581,14474,Boldogkőváralja,11.3,14,9.2
11581,31015,Szalaszend,16.2,19,9.4
11581,25618,Méra,13.1,16,9.7
11581,11697,Hidasnémeti,11.6,14,10.2
11581,26718,Abaújkér,12.4,15,12.1
11581,33048,Encs,20.2,18,12.6
11581,02273,Abaújvár,15.8,18,13.5
11581,29708,Felsőgagy,34.8,38,16.0
11581,18184,Baktakék,27.9,31,16.1
11581,30483,Forró,24.8,21,16.8
11581,03595,Abaújszántó,17.8,23,16.8
11581,22503,Erdőhorváti,24.1,27,17.2
11581,11378,Füzérkomlós,32.1,39,18.9
11581,31167,Hollóháza,26.8,31,19.0
11581,08086,Ináncs,23.7,26,19.9
11581,12210,Tállya,24.6,30,20.3
15705,33127,Berhida,5.8,7,5.5
15705,04552,Litér,7.1,9,5.9
15705,02219,Balatonfűzfő,8.6,9,6.2
15705,15361,Hajmáskér,8.5,11,7.0
15705,34254,Pétfürdő,14.1,17,7.4
15705,25450,Öskü,13.2,15,7.5
15705,24068,ősi,10.8,13,9.3
15705,05148,Balatonkenese,14.6,19,10.0
15705,11767,Veszprém,17.5,22,11.0
15705,16267,Szentkirályszabadja,19.2,20,11.1
15705,11439,Várpalota,16.9,20,12.2
15705,16072,Csajág,14.5,17,12.2
15705,05838,Balatonalmádi,15.6,20,12.4
15705,13903,Nádasdladány,15.4,19,13.5
15705,34421,Balatonakarattya,17.2,24,13.6
15705,20570,Tés,29.8,36,14.1
15705,29461,Balatonfőkajár,23.6,27,15.8
15705,26514,Olaszfalu,29.3,32,16.0
15705,30526,Alsóörs,20.2,25,17.3
15705,03559,Balatonvilágos,30.2,32,17.3
12982,12362,Pálháza,8.7,11,4.3
12982,24253,Mikóháza,15.3,22,5.8
12982,11378,Füzérkomlós,15.6,18,8.6
12982,31167,Hollóháza,20.4,25,12.6
12982,05120,Sátoraljaújhely,16.2,22,13.6
12982,30137,Hercegkút,30.2,37,17.8
12982,02273,Abaújvár,28.2,35,18.3
12982,27474,Sárospatak,35.0,56,19.1
12982,22503,Erdőhorváti,45.9,52,20.7
12982,15936,Gönc,31.9,36,21.3
12982,30003,Vajdácska,31.3,40,22.5
12982,14401,Bodrogolaszi,34.0,39,23.7
12982,30508,Karos,28.3,35,23.9
12982,28051,Tolcsva,40.1,43,24.4
12982,23737,Bodroghalom,29.7,35,24.7
12982,11581,Vilmány,39.6,44,25.0
12982,21218,Karcsa,33.1,42,26.7
12982,11697,Hidasnémeti,37.3,42,27.2
12982,21087,Vizsoly,44.2,50,28.1
12982,14474,Boldogkőváralja,50.8,58,28.9
24651,04668,Mihályháza,13.5,20,2.7
24651,21759,Nemesszalók,5.9,8,4.5
24651,29009,Nyárád,9.9,11,6.1
24651,12247,Kemenesmagasi,9.0,13,8.1
24651,26374,Magyargencs,13.9,16,9.3
24651,32814,Csögle,20.3,24,10.0
24651,03142,Vönöck,14.9,17,10.1
24651,20154,Dáka,17.2,21,10.7
24651,27979,Nagyalásony,13.6,17,11.1
24651,10445,Egyházaskesző,21.5,26,11.3
24651,27094,Celldömölk,22.3,27,12.8
24651,31945,Pápa,21.5,25,14.2
24651,22220,Marcaltő,30.9,34,14.8
24651,09229,Tokorcs,20.1,23,15.5
24651,25779,Somlószőlős,17.2,19,15.7
24651,11855,Pápakovácsi,26.8,29,16.2
24651,02237,Vág,22.4,28,16.7
24651,25654,Kerta,22.6,26,16.9
24651,09937,Kenyeri,24.7,28,17.2
24651,08536,Szany,26.5,32,17.3
32142,18041,Karmacs,2.2,4,2.2
32142,07232,Zalaszentlászló,8.4,11,4.6
32142,23898,Rezi,9.9,16,4.7
32142,32902,Kehidakustány,10.0,13,5.6
32142,33288,Zalaszántó,13.5,16,6.1
32142,03814,Hévíz,12.5,17,7.4
32142,04002,Zalacsány,13.3,17,8.9
32142,14182,Várvölgy,20.1,26,9.8
32142,07427,Bazsi,18.8,23,9.9
32142,21397,Sümegcsehi,16.6,20,9.9
32142,32522,Zalaszentgrót,19.8,23,10.0
32142,32081,Alsópáhok,15.5,18,11.8
32142,23302,Gyenesdiás,17.6,21,13.5
32142,18421,Keszthely,16.3,21,13.7
32142,20589,Nagykapornak,22.9,25,14.1
32142,25593,Sümeg,26.3,29,14.9
32142,12919,Vonyarcvashegy,20.3,25,15.2
32142,17400,Zalaapáti,25.4,28,15.5
32142,11165,Szentpéterúr,34.1,36,15.8
32142,17871,Lesencetomaj,28.3,34,16.0
06549,33288,Zalaszántó,4.9,7,4.4
06549,18041,Karmacs,13.1,16,5.2
06549,07232,Zalaszentlászló,21.6,26,5.7
06549,23898,Rezi,11.2,18,5.8
06549,21397,Sümegcsehi,15.8,20,6.9
06549,07427,Bazsi,10.3,14,7.0
06549,32902,Kehidakustány,23.2,28,8.0
06549,14182,Várvölgy,11.5,17,8.6
06549,32522,Zalaszentgrót,32.5,38,9.3
06549,03814,Hévíz,17.1,23,10.1
06549,04002,Zalacsány,26.7,29,11.7
06549,25593,Sümeg,18.7,22,12.2
06549,32081,Alsópáhok,20.1,23,14.7
06549,17871,Lesencetomaj,19.8,25,14.9
06549,12609,Türje,32.7,38,14.9
06549,23302,Gyenesdiás,22.2,27,15.0
06549,18193,Gógánfa,26.9,32,15.2
06549,24280,Zalabér,36.0,42,15.3
06549,18421,Keszthely,20.9,26,16.1
06549,20589,Nagykapornak,36.2,37,16.3
11800,07232,Zalaszentlászló,9.3,10,3.7
11800,18041,Karmacs,5.8,7,5.2
11800,33288,Zalaszántó,17.1,19,6.6
11800,32902,Kehidakustány,10.9,12,6.7
11800,23898,Rezi,13.5,19,7.3
11800,32522,Zalaszentgrót,17.1,19,7.4
11800,21397,Sümegcsehi,11.3,13,7.7
11800,07427,Bazsi,16.1,18,8.5
11800,03814,Hévíz,16.1,20,10.4
11800,04002,Zalacsány,14.2,17,10.6
11800,14182,Várvölgy,23.7,29,10.7
11800,24280,Zalabér,20.7,23,13.5
11800,25593,Sümeg,20.9,23,13.8
11800,12609,Türje,17.3,19,13.9
11800,20589,Nagykapornak,23.8,24,14.5
11800,32081,Alsópáhok,19.1,20,14.8
11800,18193,Gógánfa,18.8,21,15.2
11800,23302,Gyenesdiás,21.2,24,16.4
11800,21050,Pókaszepetk,30.8,33,16.7
11800,18421,Keszthely,19.9,23,16.9
28413,25362,Dunabogdány,12.4,22,4.2
28413,08457,Pilisszentlászló,13.3,18,4.7
28413,31732,Nagymaros,6.4,34,5.1
28413,06594,Dömös,9.9,16,5.8
28413,14960,Zebegény,13.4,43,6.0
28413,29850,Kisoroszi,24.5,32,6.2
28413,33738,Kismaros,14.8,60,7.8
28413,30809,Leányfalu,20.8,31,8.4
28413,18731,Pilisszentkereszt,43.8,57,9.2
28413,14669,Pilismarót,14.0,21,9.4
28413,31963,Tahitótfalu,18.5,26,9.7
28413,33729,Verőce,16.9,46,10.0
28413,24916,Szob,17.2,46,10.2
28413,15440,Szentendre,22.1,27,11.1
28413,06372,Pomáz,34.3,46,11.3
28413,04905,Pócsmegyer,21.5,29,11.5
28413,24934,Vác,22.8,38,12.0
28413,24679,Kóspallag,16.5,45,12.3
28413,05290,Pilisszántó,46.5,62,12.4
28413,06822,Csobánka,38.7,57,13.1
19017,29142,Somogyhárságy,33.9,45,7.0
19017,26453,Kadarkút,10.2,15,7.0
19017,16258,Lad,14.0,18,8.6
19017,15103,Szenna,20.8,28,9.0
19017,03735,Bárdudvarnok,18.6,24,10.7
19017,16355,Szentlászló,36.5,51,11.0
19017,23807,Somogyapáti,22.4,27,12.4
19017,32780,Simonfa,46.0,54,13.3
19017,19150,Homokszentgyörgy,21.4,28,14.8
19017,29540,Mozsgó,40.8,49,15.7
19017,18227,Kaposmérő,25.9,32,17.8
19017,28291,Lábod,26.7,36,17.8
19017,33899,Nagydobsza,37.0,42,18.1
19017,26578,Szigetvár,31.5,40,18.6
19017,13781,Kiskorpád,23.1,29,18.6
19017,09098,Kaposfő,27.7,35,18.7
19017,14599,Görgeteg,34.6,45,18.8
19017,33066,Ibafa,44.5,63,19.7
19017,10986,Szulok,26.9,32,20.0
19017,20473,Kaposvár,34.8,44,21.0
31246,11411,Halmajugra,3.8,9,4.2
31246,24554,Abasár,5.1,9,4.4
31246,05236,Gyöngyös,13.9,19,4.6
31246,34324,Pálosvörösmart,7.4,12,5.7
31246,05935,Karácsond,9.5,13,5.8
31246,16540,Markaz,9.3,14,7.0
31246,09201,Detk,9.6,20,7.5
31246,17534,Gyöngyöshalász,14.0,19,8.4
31246,07515,Domoszló,14.0,19,9.5
31246,23241,Adács,18.9,25,10.0
31246,19123,Gyöngyössolymos,16.1,26,10.3
31246,05759,Vécs,15.3,23,11.7
31246,13338,Gyöngyösoroszi,17.5,25,12.1
31246,14580,Vámosgyörk,20.9,27,12.1
31246,26879,Nagyfüged,15.9,21,12.5
31246,31486,Nagyréde,18.0,25,12.9
31246,16090,Atkár,18.5,23,12.9
31246,28088,Gyöngyöstarján,18.3,28,13.8
31246,07436,Parád,33.9,41,14.0
31246,06345,Aldebrő,29.3,32,14.9
05096,05458,Kenézlő,4.0,7,2.8
05096,14401,Bodrogolaszi,28.7,36,6.3
05096,33808,Bodrogkisfalud,10.3,16,6.9
05096,31778,Olaszliszka,39.9,42,7.2
05096,15963,Balsa,11.1,24,7.9
05096,28051,Tolcsva,38.0,42,8.4
05096,30784,Bodrogkeresztúr,34.0,49,8.8
05096,05069,Györgytarló,12.9,16,9.2
05096,24475,Timár,16.4,29,10.0
05096,05801,Gávavencsellő,16.4,33,12.0
05096,30137,Hercegkút,28.1,36,12.2
05096,14739,Rakamaz,20.6,33,12.2
05096,03850,Tiszabercel,17.5,30,12.3
05096,27474,Sárospatak,28.1,49,12.3
05096,22503,Erdőhorváti,43.8,51,13.4
05096,30003,Vajdácska,29.9,39,13.9
05096,18306,Tokaj,23.2,36,14.5
05096,31972,Paszab,19.9,31,15.1
05096,03902,Mád,41.2,62,15.5
05096,13976,Tiszakarád,28.8,36,15.9
06877,14863,Látrány,7.3,12,2.9
06877,33862,Balatonlelle,14.5,16,6.7
06877,18148,Kötcse,27.8,34,7.0
06877,22822,Balatonszemes,15.0,20,7.8
06877,05263,Karád,10.4,16,8.1
06877,11101,Szőlősgyörök,26.8,27,9.0
06877,33853,Balatonboglár,20.3,19,10.0
06877,04598,Kereki,31.8,30,10.4
06877,24907,Balatonszárszó,23.5,25,11.6
06877,16823,Ordacsehi,25.7,25,11.8
06877,28714,Andocs,15.0,20,12.6
06877,06451,Gamás,17.9,22,13.4
06877,15510,Kőröshegy,29.8,28,13.4
06877,26675,Lengyeltóti,31.8,27,14.2
06877,07117,Balatonföldvár,26.9,26,14.3
06877,25308,Balatonakali,48.2,66,14.3
06877,05625,Révfülöp,60.5,81,14.6
06877,20826,Zánka,53.1,74,15.4
06877,24493,Kisbárapáti,32.1,42,16.5
06877,15909,Nágocs,22.1,30,16.8
07940,31680,Ivánc,4.5,5,3.9
07940,13453,őrimagyarósd,4.7,6,4.1
07940,23108,Pankasz,6.3,8,6.3
07940,26736,Rábagyarmat,21.4,24,6.8
07940,10630,Őriszentpéter,13.7,17,7.5
07940,03911,Csákánydoroszló,11.2,13,9.6
07940,30313,Zalalövő,13.4,16,9.9
07940,04224,Csörötnek,24.5,28,9.9
07940,11633,Vasszentmihály,19.8,21,11.1
07940,17020,Bajánsenye,19.1,22,11.3
07940,06716,Nádasd,15.3,17,11.8
07940,27720,Salomvár,23.0,25,14.9
07940,02884,Vasalja,18.4,23,15.9
07940,31583,Szentgotthárd,30.4,34,16.3
07940,08873,Apátistvánfalva,33.5,39,16.5
07940,13532,Körmend,21.5,24,16.8
07940,18652,Szentgyörgyvölgy,27.7,31,17.9
07940,17729,Szarvaskend,22.7,27,18.6
07940,02583,Csesztreg,23.5,31,18.7
07940,30368,Bagod,29.1,31,19.2
03957,29717,Rakaca,5.5,7,5.5
03957,19576,Krasznokvajda,15.3,18,5.9
03957,25672,Hidvégardó,9.1,11,7.8
03957,10612,Komjáti,15.8,18,11.5
03957,29708,Felsőgagy,18.4,20,11.7
03957,16753,Szalonna,24.3,26,13.1
03957,05926,Bódvaszilas,18.7,23,14.2
03957,23533,Felsővadász,30.0,34,14.9
03957,33419,Perkupa,26.7,29,15.9
03957,15857,Lak,46.1,51,16.4
03957,18184,Baktakék,25.9,28,17.2
03957,08077,Szendrő,30.4,32,17.3
03957,20871,Szin,26.0,29,18.0
03957,31015,Szalaszend,44.2,48,20.7
03957,27456,Szendrőlád,36.5,38,20.8
03957,19840,Hernádvécse,39.7,43,20.8
03957,24606,Szuhogy,35.2,37,21.2
03957,11697,Hidasnémeti,58.2,55,21.7
03957,31671,Felsőtelekes,40.8,41,22.0
03957,27191,Novajidrány,45.5,49,23.1
03513,20118,Erk,10.1,14,4.5
03513,14128,Tarnaörs,7.8,11,6.1
03513,26879,Nagyfüged,24.0,31,6.3
03513,23241,Adács,17.0,24,6.3
03513,22105,Jászárokszállás,10.2,14,8.0
03513,17978,Jászdózsa,12.7,17,8.7
03513,23348,Tarnaméra,21.1,28,9.1
03513,14580,Vámosgyörk,11.8,15,9.6
03513,05935,Karácsond,28.3,34,10.1
03513,17163,Tarnazsadány,21.4,29,10.5
03513,13514,Jászszentandrás,34.0,39,12.2
03513,22929,Jászágó,16.4,20,13.4
03513,11411,Halmajugra,34.7,42,14.2
03513,16090,Atkár,18.7,22,14.3
03513,25186,Jászjákóhalma,21.1,29,14.6
03513,17534,Gyöngyöshalász,20.0,24,14.7
03513,09201,Detk,35.1,47,14.7
03513,32966,Tarnabod,26.3,34,15.5
03513,22202,Jászapáti,27.5,33,15.8
03513,31246,Visonta,32.9,41,15.9
25797,29407,Agyagosszergény,8.2,9,4.4
25797,28334,Kapuvár,15.7,17,6.1
25797,15343,Fertőszentmiklós,7.0,5,6.5
25797,08563,Csapod,16.1,17,7.2
25797,04020,Himod,22.2,19,7.5
25797,09885,Fertőd,16.2,19,8.2
25797,15121,Osli,21.1,25,10.1
25797,15714,Szárföld,22.5,20,12.1
25797,21980,Mihályi,20.9,18,12.2
25797,30021,Sarród,16.8,19,12.5
25797,18403,Hegykő,17.2,18,14.0
25797,15422,Rábatamási,29.5,25,14.0
25797,32939,Nagylózs,19.2,18,14.6
25797,31635,Iván,31.3,28,15.4
25797,10588,Beled,26.5,22,15.8
25797,31194,Lövő,19.0,16,15.9
25797,04367,Bogyoszló,28.6,23,15.9
25797,19673,Újkér,28.5,25,16.1
25797,33996,Farád,29.5,28,17.1
25797,23773,Pereszteg,24.6,17,18.5
29780,08837,Háromfa,22.9,27,5.5
29780,04853,Somogyudvarhely,9.7,11,9.6
29780,16735,Tarany,37.2,44,9.8
29780,30474,Babócsa,16.2,20,11.3
29780,30119,Berzence,15.6,19,14.8
29780,17941,Nagyatád,32.1,33,14.9
29780,05971,Csokonyavisonta,24.6,30,17.2
29780,14599,Görgeteg,33.8,42,17.2
29780,28291,Lábod,38.5,42,20.4
29780,32799,Barcs,29.7,33,21.4
29780,21315,Csurgó,23.3,27,22.0
29780,18546,Somogyszob,38.7,38,22.3
29780,19150,Homokszentgyörgy,51.9,59,22.9
29780,10986,Szulok,44.6,50,23.3
29780,13930,Porrogszentkirály,28.0,32,24.9
29780,30960,Gyékényes,32.8,38,25.1
29780,27368,Segesd,42.6,42,28.5
29780,31352,Darány,40.6,44,29.3
29780,16258,Lad,57.3,63,29.5
29780,34403,Zákányfalu,40.3,46,30.2
10320,28389,Kazár,4.2,6,2.8
10320,24332,Mátraszele,8.9,12,6.5
10320,25788,Salgótarján,10.7,17,6.9
10320,27580,Nemti,15.4,19,7.1
10320,30100,Mátraverebély,11.2,16,7.3
10320,33534,Bátonyterenye,10.2,15,7.4
10320,20048,Bárna,16.8,20,9.3
10320,18625,Karancsalja,12.4,18,9.9
10320,14881,Sóshartyán,13.6,17,10.0
10320,15370,Etes,17.0,24,10.2
10320,16391,Nagybárkány,16.2,18,10.9
10320,19372,Mátranovák,18.5,27,11.6
10320,32896,Tar,17.5,21,12.0
10320,20075,Mátramindszent,20.4,25,12.2
10320,01526,Somoskőújfalu,16.5,24,12.3
10320,33525,Mátraterenye,15.8,20,12.3
10320,21041,Karancslapujtő,16.2,23,12.8
10320,26897,Karancsság,16.2,21,13.9
10320,04330,Mátraszőlős,21.2,24,14.3
10320,12131,Nógrádmegyer,18.8,24,14.7
21087,27191,Novajidrány,6.5,10,3.9
21087,11581,Vilmány,4.7,6,4.4
21087,14474,Boldogkőváralja,7.1,9,5.5
21087,25618,Méra,11.1,15,5.9
21087,31015,Szalaszend,14.2,18,7.1
21087,26718,Abaújkér,8.2,10,7.7
21087,19840,Hernádvécse,11.3,15,8.3
21087,33048,Encs,18.2,17,8.8
21087,15936,Gönc,12.4,15,11.0
21087,03595,Abaújszántó,13.6,18,12.6
21087,30483,Forró,22.8,20,12.9
21087,18184,Baktakék,25.9,30,13.7
21087,11697,Hidasnémeti,16.2,20,13.9
21087,29708,Felsőgagy,32.8,37,15.5
21087,08086,Ináncs,21.7,25,16.0
21087,12210,Tállya,20.4,25,16.4
21087,22503,Erdőhorváti,26.8,31,16.5
21087,02273,Abaújvár,20.3,24,17.9
21087,21829,Hernádkércs,39.9,38,19.5
21087,03531,Léh,37.4,33,19.7
05892,06062,Újpetre,3.3,4,3.0
05892,28918,Egerág,14.1,17,7.3
05892,22257,Szalánta,23.3,27,7.6
05892,05519,Siklós,11.1,13,8.2
05892,07560,Garé,20.5,23,9.7
05892,02653,Nagyharsány,14.5,17,9.9
05892,21528,Harkány,17.6,19,11.2
05892,28024,Villány,15.4,19,11.6
05892,06725,Borjád,24.2,30,11.8
05892,18555,Olasz,34.5,37,12.2
05892,05607,Szederkény,39.3,34,12.7
05892,06336,Kozármisleny,16.7,19,13.2
05892,16498,Egyházasharaszti,23.9,29,14.0
05892,32373,Diósviszló,24.3,27,14.5
05892,25177,Magyarbóly,20.5,25,15.3
05892,33154,Bóly,39.4,35,15.7
05892,10940,Nagykozár,26.7,32,15.9
05892,28608,Drávaszabolcs,25.6,30,16.9
05892,30438,Görcsöny,31.6,36,17.0
05892,16461,Berkesd,38.9,43,17.2
12919,23302,Gyenesdiás,3.4,7,1.9
12919,12238,Balatonederics,8.0,11,5.9
12919,18421,Keszthely,10.7,17,6.6
12919,27377,Balatonberény,24.9,28,7.1
12919,07375,Balatonkeresztúr,30.1,33,8.5
12919,21324,Balatonszentgyörgy,22.2,25,8.8
