from_ksh,to_ksh,to_name,road_km,drive_minutes,haversine_km
06521,30225,Tardos,17.2,20,13.1
06521,29355,Bajót,22.9,27,13.2
06521,15352,Nyergesújfalu,24.1,30,13.3
06521,07108,Tinnye,24.5,30,13.4
06521,28185,Perbál,20.4,25,13.8
06521,14155,Tokod,23.6,26,14.0
06521,33491,Szárliget,24.9,27,14.4
06521,18157,Tatabánya,20.9,26,14.7
18315,16115,Pellérd,6.6,10,2.8
18315,30438,Görcsöny,14.5,19,4.8
18315,22257,Szalánta,17.2,20,7.6
18315,13310,Bicsérd,16.0,22,8.0
18315,03975,Baksa,17.8,22,8.6
18315,07560,Garé,21.9,24,9.3
18315,19415,Pécs,12.0,18,9.3
18315,06336,Kozármisleny,17.1,18,9.7
18315,15538,Kővágószőlős,15.9,20,9.9
18315,28918,Egerág,19.3,21,10.2
18315,15079,Szabadszentkirály,24.2,27,10.4
18315,10940,Nagykozár,18.0,25,13.3
18315,32373,Diósviszló,26.0,32,13.6
18315,15866,Szentlőrinc,21.6,24,13.8
18315,21892,Bogádmindszent,25.2,31,15.1
18315,05892,Vokány,28.8,31,15.1
18315,11730,Orfű,26.2,34,16.2
18315,20552,Királyegyháza,30.3,33,16.3
18315,12548,Abaliget,29.7,36,16.9
18315,21528,Harkány,27.5,29,16.9
33455,24819,Dévaványa,13.3,13,12.3
33455,12900,Köröstarcsa,30.2,33,14.4
33455,11615,Körösladány,18.1,24,16.9
33455,04260,Mezőtúr,24.2,28,19.1
33455,24794,Kardos,31.4,32,19.3
33455,28228,Túrkeve,38.4,43,20.2
33455,19628,Mezőberény,28.3,29,20.4
33455,23870,Szarvas,27.1,29,21.7
33455,10287,Kondoros,28.0,32,22.1
33455,09432,Ecsegfalva,25.6,23,22.4
33455,04279,Kamut,33.4,34,22.6
33455,21883,Szeghalom,32.1,44,23.1
33455,31334,Csabacsűd,36.3,39,23.6
33455,11989,Murony,33.1,33,25.4
33455,03106,Kétsoprony,37.8,39,26.0
33455,19390,Bélmegyer,37.5,45,26.5
33455,25919,Kisújszállás,42.0,43,28.8
33455,09760,Békés,33.0,35,28.8
33455,30234,Mesterszállás,49.3,58,30.0
33455,13471,Bucsa,68.9,69,30.1
23843,04020,Himod,5.4,6,3.1
23843,21980,Mihályi,5.5,6,5.4
23843,10588,Beled,8.9,10,5.8
23843,08563,Csapod,10.8,12,7.8
23843,30881,Répcelak,11.0,13,8.8
23843,14793,Rábakecöl,14.8,15,9.4
23843,31635,Iván,12.1,14,10.3
23843,15343,Fertőszentmiklós,24.7,20,12.8
23843,04367,Bogyoszló,15.2,17,13.0
23843,15714,Szárföld,17.3,18,13.0
23843,09937,Kenyeri,20.8,21,13.8
23843,02237,Vág,17.7,20,14.2
23843,28334,Kapuvár,18.6,19,14.3
23843,19673,Újkér,19.7,22,14.8
23843,29407,Agyagosszergény,19.9,23,14.9
23843,21537,Uraiújfalu,18.7,21,15.5
23843,19266,Szil,17.9,21,15.5
23843,15121,Osli,23.9,26,15.8
23843,15422,Rábatamási,20.8,22,15.8
23843,31194,Lövő,25.2,25,18.0
20400,03887,Szerecseny,4.2,6,3.3
20400,12113,Kajárpéc,8.1,13,5.2
20400,19035,Tét,9.2,12,6.4
20400,26860,Gyarmat,12.6,12,7.0
20400,05087,Lovászpatona,11.5,15,7.4
20400,15653,Győrszemere,12.1,14,7.9
20400,11457,Tényő,23.1,26,8.8
20400,02556,Mórichida,12.4,14,9.0
20400,26648,Vaszar,13.2,17,10.4
20400,24633,Koroncó,22.9,20,11.9
20400,21777,Vanyola,15.9,18,11.9
20400,16708,Écs,37.1,36,12.6
20400,22220,Marcaltő,29.4,26,13.9
20400,07481,Győrújbarát,25.9,26,14.0
20400,12955,Nyúl,33.5,31,15.3
20400,33701,Rábacsécsény,18.5,23,15.8
20400,24305,Pannonhalma,38.9,37,16.1
20400,20288,Egyed,20.7,24,16.2
20400,31255,Pápateszér,21.2,33,17.8
20400,31316,Győrság,41.2,36,17.9
29735,21847,Péteri,4.9,7,3.8
29735,10922,Maglód,5.8,10,3.8
29735,03692,Mende,6.7,10,5.0
29735,12894,Üllő,5.8,7,5.2
29735,24518,Ecser,12.3,12,6.7
29735,04057,Pécel,14.3,20,8.3
29735,22585,Vasad,16.4,21,9.4
29735,10551,Monor,12.3,12,9.6
29735,26815,Vecsés,12.4,13,9.7
29735,21713,Sülysáp,13.8,19,10.0
29735,28644,Úri,18.2,23,11.4
29735,09441,Gomba,20.5,19,11.5
29735,06035,Felsőpakony,19.2,18,12.1
29735,07807,Isaszeg,18.5,23,12.8
29735,25627,Gyál,16.7,15,13.2
29735,23409,Nagytarcsa,22.8,20,14.1
29735,18476,Csévharaszt,20.2,25,14.2
29735,34397,Monorierdő,18.1,19,14.2
29735,18397,Dány,26.8,39,14.8
29735,34157,Kistarcsa,25.0,22,16.6
28404,05412,Magyarmecske,2.8,3,2.8
28404,20552,Királyegyháza,3.3,4,3.3
28404,15079,Szabadszentkirály,16.2,18,9.2
28404,21892,Bogádmindszent,11.7,17,9.2
28404,07773,Dencsháza,24.8,28,9.8
28404,19901,Csányoszró,13.0,15,9.9
28404,27164,Nagypeterd,13.8,15,10.2
28404,15866,Szentlőrinc,11.9,13,10.3
28404,03975,Baksa,13.6,16,11.5
28404,28538,Vajszló,15.3,17,12.3
28404,28741,Sellye,17.6,20,12.8
28404,13310,Bicsérd,19.4,22,12.9
28404,33932,Hobol,27.4,31,13.6
28404,26578,Szigetvár,20.8,23,14.1
28404,30438,Görcsöny,17.9,21,14.2
28404,18050,Sámod,20.4,23,15.4
28404,17419,Drávafok,25.6,28,17.0
28404,16115,Pellérd,24.7,28,17.4
28404,08572,Kétújfalu,34.5,38,17.6
28404,29540,Mozsgó,29.1,31,17.7
05236,34324,Pálosvörösmart,6.6,10,2.8
05236,24554,Abasár,9.3,13,3.9
05236,31246,Visonta,14.0,19,4.6
05236,19123,Gyöngyössolymos,6.8,12,5.8
05236,16540,Markaz,13.5,18,6.9
05236,13338,Gyöngyösoroszi,13.3,19,7.6
05236,11411,Halmajugra,15.7,21,8.5
05236,17534,Gyöngyöshalász,11.2,16,8.9
05236,28088,Gyöngyöstarján,14.2,22,9.7
05236,05935,Karácsond,16.1,20,10.0
05236,07515,Domoszló,18.2,23,10.7
05236,31486,Nagyréde,15.3,22,11.2
05236,07436,Parád,27.7,30,11.3
05236,09201,Detk,21.0,31,11.6
05236,16090,Atkár,15.8,20,13.6
05236,23241,Adács,18.0,25,13.7
05236,14580,Vámosgyörk,19.6,25,14.4
05236,29045,Mátraszentimre,32.4,33,14.5
05236,05759,Vécs,26.7,34,14.5
05236,09982,Szűcsi,20.6,24,15.4
11943,14021,Lukácsháza,3.4,5,2.9
11943,24183,Gencsapáti,4.3,6,3.7
11943,20109,Kőszegszerdahely,9.0,11,5.0
11943,16832,Kőszeg,10.3,14,8.6
11943,18883,Salköveskút,18.2,18,8.9
11943,16887,Horvátzsidány,13.4,16,9.7
11943,29878,Torony,15.0,16,10.1
11943,12140,Csepreg,18.9,21,11.0
11943,03009,Szombathely,13.3,15,11.6
11943,24509,Nemesbőd,19.0,18,12.1
11943,07214,Acsád,18.8,20,12.4
11943,13587,Felsőcsatár,19.8,38,14.1
11943,26426,Vép,19.3,18,14.6
11943,02431,Bük,27.1,30,15.3
11943,32045,Táplánszentkereszt,20.0,19,16.5
11943,33172,Szeleste,29.8,27,17.6
11943,05476,Bő,31.5,33,18.3
11943,20367,Pornóapáti,24.8,27,18.6
11943,04622,Zsira,25.4,28,19.1
11943,13958,Ják,24.2,27,19.6
17534,16090,Atkár,5.5,7,4.8
17534,31486,Nagyréde,10.5,14,6.1
17534,14580,Vámosgyörk,9.3,11,6.3
17534,05935,Karácsond,10.0,12,8.2
17534,31246,Visonta,13.8,19,8.4
17534,23241,Adács,11.8,16,8.7
17534,05236,Gyöngyös,11.1,15,8.9
17534,04145,Hort,15.5,15,10.6
17534,17181,Ecséd,20.2,22,10.7
17534,11411,Halmajugra,15.6,21,11.3
17534,28088,Gyöngyöstarján,15.4,22,11.6
17534,34324,Pálosvörösmart,15.8,20,11.7
17534,24554,Abasár,15.1,18,11.8
17534,13338,Gyöngyösoroszi,14.6,19,12.3
17534,22105,Jászárokszállás,17.6,22,12.4
17534,09982,Szűcsi,21.8,24,12.8
17534,19123,Gyöngyössolymos,13.2,22,13.0
17534,16841,Csány,14.7,19,13.5
17534,27650,Rózsaszentmárton,24.6,27,14.1
17534,09201,Detk,20.8,31,14.6
22664,08572,Kétújfalu,4.0,5,3.3
22664,33899,Nagydobsza,20.5,22,5.3
22664,33932,Hobol,8.7,11,7.1
22664,31352,Darány,17.9,21,8.2
22664,07773,Dencsháza,20.0,26,10.7
22664,26578,Szigetvár,15.6,21,11.1
22664,11040,Lakócsa,15.9,19,11.1
22664,23807,Somogyapáti,18.5,21,12.3
22664,17419,Drávafok,13.0,15,12.8
22664,10986,Szulok,34.3,39,13.5
22664,08819,Felsőszentmárton,19.5,23,15.5
22664,27164,Nagypeterd,22.2,26,16.9
22664,16258,Lad,29.7,34,17.0
22664,32799,Barcs,30.8,34,17.8
22664,19150,Homokszentgyörgy,37.1,43,17.9
22664,28741,Sellye,21.9,26,18.3
22664,29540,Mozsgó,24.9,30,18.3
22664,05971,Csokonyavisonta,41.9,47,19.4
22664,19901,Csányoszró,26.0,30,20.6
22664,05412,Magyarmecske,35.8,40,20.8
13338,19123,Gyöngyössolymos,14.5,24,3.6
13338,28088,Gyöngyöstarján,8.8,21,3.6
13338,29045,Mátraszentimre,11.8,19,7.5
13338,05236,Gyöngyös,13.4,19,7.6
13338,34324,Pálosvörösmart,17.3,25,8.4
13338,08323,Gyöngyöspata,19.8,29,9.1
13338,31486,Nagyréde,18.6,25,10.3
13338,24554,Abasár,18.8,25,10.7
13338,09982,Szűcsi,20.9,25,10.9
13338,31246,Visonta,17.6,26,12.1
13338,17534,Gyöngyöshalász,14.6,19,12.3
13338,07436,Parád,38.0,44,12.4
13338,16540,Markaz,23.0,31,12.7
13338,27650,Rózsaszentmárton,23.7,28,13.1
13338,07409,Pásztó,31.0,41,13.5
13338,19044,Szurdokpüspöki,34.1,43,13.5
13338,14933,Bodony,38.2,44,14.7
13338,20075,Mátramindszent,51.6,57,14.9
13338,32896,Tar,29.3,36,15.1
13338,33534,Bátonyterenye,40.2,46,15.4
08323,09982,Szűcsi,8.1,15,4.8
08323,19044,Szurdokpüspöki,26.9,34,5.3
08323,28088,Gyöngyöstarján,8.7,21,5.9
08323,27650,Rózsaszentmárton,10.9,18,6.3
08323,08712,Jobbágyi,20.4,27,6.3
08323,07241,Apc,14.3,21,7.4
08323,07409,Pásztó,34.1,41,8.2
08323,13338,Gyöngyösoroszi,19.8,29,9.1
08323,29045,Mátraszentimre,31.6,48,10.1
08323,31486,Nagyréde,24.8,34,10.2
08323,21722,Zagyvaszántó,18.4,26,10.2
08323,33686,Petőfibánya,17.6,27,10.3
08323,30270,Csécse,25.4,35,11.1
08323,17181,Ecséd,16.0,27,12.1
08323,32896,Tar,40.2,43,12.5
08323,05883,Palotás,23.9,34,12.7
08323,19123,Gyöngyössolymos,20.6,33,12.7
08323,30401,Lőrinci,22.0,30,13.5
08323,04251,Ecseg,36.5,41,15.0
08323,03993,Héhalom,30.6,36,15.1
19123,13338,Gyöngyösoroszi,14.5,24,3.6
19123,34324,Pálosvörösmart,9.7,18,5.5
19123,05236,Gyöngyös,6.8,12,5.8
19123,28088,Gyöngyöstarján,15.3,27,7.1
19123,24554,Abasár,12.4,20,7.9
19123,29045,Mátraszentimre,35.5,40,8.9
19123,07436,Parád,30.8,37,9.0
19123,16540,Markaz,16.6,26,9.5
19123,31246,Visonta,16.1,26,10.3
19123,14933,Bodony,31.0,38,12.0
19123,31486,Nagyréde,17.3,28,12.6
19123,08323,Gyöngyöspata,20.6,33,12.7
19123,17534,Gyöngyöshalász,13.3,22,13.0
19123,20075,Mátramindszent,59.1,68,13.4
19123,07515,Domoszló,21.3,31,13.5
19123,11411,Halmajugra,17.9,28,14.0
19123,09982,Szűcsi,21.7,29,14.3
19123,14872,Mátraderecske,38.4,46,15.2
19123,05935,Karácsond,18.2,27,15.8
19123,33534,Bátonyterenye,60.9,63,15.8
28088,13338,Gyöngyösoroszi,8.8,21,3.6
28088,08323,Gyöngyöspata,8.7,21,5.9
28088,19123,Gyöngyössolymos,15.3,27,7.1
28088,09982,Szűcsi,9.8,17,7.2
28088,31486,Nagyréde,19.4,28,7.9
28088,29045,Mátraszentimre,20.6,40,8.7
28088,27650,Rózsaszentmárton,12.6,20,9.5
28088,05236,Gyöngyös,14.2,22,9.7
28088,19044,Szurdokpüspöki,28.6,37,10.9
28088,34324,Pálosvörösmart,18.1,28,11.2
28088,17534,Gyöngyöshalász,15.4,22,11.6
28088,07409,Pásztó,35.7,44,12.0
28088,08712,Jobbágyi,22.0,29,12.1
28088,07241,Apc,15.9,24,12.3
28088,17181,Ecséd,17.7,29,12.6
28088,24554,Abasár,19.6,27,13.4
28088,33686,Petőfibánya,19.2,30,13.5
28088,31246,Visonta,18.4,28,13.8
28088,16090,Atkár,19.9,26,14.3
28088,21722,Zagyvaszántó,20.1,29,14.8
30289,26055,Hőgyész,13.8,17,8.9
30289,10463,Kölesd,16.1,30,9.5
30289,15459,Regöly,14.2,19,9.5
30289,20817,Sárszentlőrinc,27.2,32,10.3
30289,04464,Szakály,17.2,21,10.5
30289,14100,Kajdacs,22.9,25,11.8
30289,18388,Nagydorog,28.4,30,13.6
30289,19585,Pincehely,21.2,27,15.1
30289,31459,Tevel,24.9,30,16.1
30289,30359,Gyulaj,24.6,39,16.3
30289,24563,Tamási,31.0,35,16.4
30289,11031,Tolnanémedi,26.2,30,16.6
30289,06901,Tengelic,25.8,29,17.0
30289,09371,Pálfa,37.3,42,17.2
30289,21625,Zomba,31.4,35,17.9
30289,12326,Györköny,34.9,39,19.1
30289,20507,Kurd,27.8,35,19.5
30289,16814,Szedres,28.1,32,19.7
30289,20783,Simontornya,31.6,37,20.0
30289,02459,Vajta,42.2,46,20.8
25584,16674,Töltéstava,9.2,11,6.5
25584,07481,Győrújbarát,9.7,13,7.5
25584,12955,Nyúl,12.1,16,8.7
25584,22886,Kisbajcs,14.1,17,8.8
25584,11882,Abda,12.3,18,9.0
25584,20604,Ikrény,12.0,18,9.4
25584,31316,Győrság,15.3,18,11.2
25584,15228,Győrzámoly,13.9,21,11.8
25584,02060,Gönyű,18.5,21,12.3
25584,24633,Koroncó,14.5,17,13.1
25584,33950,Bőny,16.0,16,13.3
25584,16708,Écs,15.7,21,13.3
25584,31626,Kunsziget,21.6,30,13.5
25584,15653,Győrszemere,17.1,18,13.7
25584,12715,Pázmándfalu,17.1,21,13.7
25584,11457,Tényő,19.5,25,14.0
25584,25335,Rábapatona,22.9,24,14.3
25584,24305,Pannonhalma,18.7,21,14.4
25584,21078,Dunaszeg,17.7,28,15.0
25584,15529,Pér,17.2,18,15.6
08721,14261,Táp,4.4,5,4.1
08721,24305,Pannonhalma,10.6,12,8.1
08721,22691,Veszprémvarsány,17.6,19,9.0
08721,12715,Pázmándfalu,11.7,14,9.4
08721,12812,Mezőörs,14.1,15,10.4
08721,16708,Écs,13.9,19,10.7
08721,10995,Kerékteleki,21.0,21,11.1
08721,31316,Győrság,15.1,17,11.3
08721,15529,Pér,18.1,19,12.0
08721,22381,Bakonyszombathely,17.3,19,12.2
08721,30012,Réde,19.7,24,12.7
08721,11457,Tényő,35.3,38,13.8
08721,05944,Bakonyszentlászló,24.5,30,14.1
08721,12955,Nyúl,16.7,22,14.2
08721,12113,Kajárpéc,38.7,48,14.3
08721,31255,Pápateszér,26.2,28,14.4
08721,23852,Ászár,22.9,27,14.5
08721,22813,Bakonyszentkirály,25.0,26,15.3
08721,20987,Tárkány,32.8,39,16.0
08721,16674,Töltéstava,19.5,21,16.3
25539,26125,Aparhant,19.2,24,5.1
25539,33765,Szászvár,8.8,16,5.8
25539,27401,Egyházaskozár,17.5,23,5.9
25539,33756,Máza,7.2,13,5.9
25539,14030,Nagymányok,9.0,12,6.3
25539,05999,Kárász,13.2,19,7.8
25539,24411,Lengyel,26.5,36,8.3
25539,04899,Bikal,19.6,26,8.7
25539,06798,Hidas,19.1,22,9.6
25539,06497,Bonyhád,19.4,24,10.5
25539,13444,Mecseknádasd,22.2,24,10.9
25539,31459,Tevel,34.0,42,13.5
25539,06813,Mágocs,25.4,34,13.9
25539,30836,Hosszúhetény,28.9,38,15.7
25539,20507,Kurd,37.5,50,15.7
25539,02033,Kakasd,23.5,28,15.8
25539,26408,Komló,30.5,42,16.0
25539,10825,Pécsvárad,35.8,38,17.0
25539,21625,Zomba,31.0,38,18.5
25539,02565,Döbrököz,44.2,56,19.1
05069,13976,Tiszakarád,16.7,23,6.7
05069,05458,Kenézlő,9.4,12,7.3
05069,03850,Tiszabercel,19.6,32,7.3
05069,31972,Paszab,22.0,33,9.0
05069,30003,Vajdácska,25.1,33,9.1
05069,05096,Viss,12.9,16,9.2
05069,23737,Bodroghalom,17.7,23,9.6
05069,15963,Balsa,13.2,26,10.7
05069,25636,Ibrány,24.8,36,10.7
05069,05801,Gávavencsellő,18.5,35,10.9
05069,14401,Bodrogolaszi,24.0,30,11.0
05069,27474,Sárospatak,23.4,43,11.7
05069,14447,Tiszatelek,37.7,52,12.5
05069,30508,Karos,21.4,28,12.8
05069,19707,Buj,26.5,40,14.1
05069,21218,Karcsa,30.4,40,14.5
05069,27155,Nagyhalász,31.4,45,14.9
05069,30137,Hercegkút,23.3,31,15.0
05069,33808,Bodrogkisfalud,16.4,23,15.7
05069,28051,Tolcsva,33.3,37,15.8
12326,18388,Nagydorog,6.5,9,5.6
12326,04862,Paks,28.6,26,8.1
12326,20817,Sárszentlőrinc,11.2,15,9.6
12326,14100,Kajdacs,12.0,14,9.8
12326,02459,Vajta,16.6,20,10.0
12326,15006,Németkér,29.6,30,10.7
12326,06901,Tengelic,22.3,24,12.1
12326,09371,Pálfa,20.8,23,12.4
12326,09539,Dunaszentgyörgy,21.3,25,13.0
12326,03577,Géderlak,38.2,44,14.7
12326,13152,Cece,22.9,27,14.7
12326,10463,Kölesd,22.8,33,15.7
12326,20783,Simontornya,25.7,28,17.4
12326,16294,Uszód,33.2,39,17.8
12326,29337,Madocsa,30.4,34,18.0
12326,06558,Bölcske,35.5,40,19.0
12326,30289,Gyönk,34.9,39,19.1
12326,11031,Tolnanémedi,32.3,35,19.6
12326,16814,Szedres,24.6,27,19.9
12326,02149,Foktő,28.9,35,20.1
13198,15228,Győrzámoly,4.6,10,1.5
13198,21078,Dunaszeg,5.4,11,2.1
13198,31626,Kunsziget,25.8,33,4.0
13198,02635,Öttevény,22.1,27,7.4
13198,26921,Ásványráró,13.5,20,7.4
13198,11882,Abda,19.4,29,7.7
13198,22886,Kisbajcs,17.9,24,9.4
13198,12308,Hédervár,16.6,24,10.7
13198,33677,Mosonszentmiklós,21.0,25,11.0
13198,20604,Ikrény,19.2,28,12.3
13198,25584,Győr,16.1,25,13.1
13198,21865,Darnózseli,18.7,26,14.5
13198,25335,Rábapatona,29.1,37,15.1
13198,14748,Kimle,21.1,28,15.5
13198,15033,Enese,27.4,32,15.6
13198,19309,Győrsövényház,27.6,34,15.9
13198,33668,Lébény,25.1,30,17.5
13198,02060,Gönyű,27.9,33,18.8
